nmId,shape,nomLayer,dissNomType,dissNomConc,saltType,prepMethod,concPump,pH,zetaPotentialPump,zetaCollector,temp,logDebyeLength,depAttEff
TiO2,sphere,none,SRHA,10,CaCl2,directSonic,100,8,-24.842176,-30.93423333,25,-8.417594274,0.315458997
TiO2,sphere,none,SRHA,10,CaCl2,directSonic,100,8,-23.61307651,-30.93423333,25,-8.565691126,1.060156496
TiO2,sphere,none,SRHA,10,CaCl2,directSonic,100,8,-22.84339508,-30.93423333,25,-8.711540797,0.971214171
TiO2,sphere,none,SRHA,10,CaCl2,directSonic,100,8,-22.84339508,-30.93423333,25,-9.056362461,1.174268583
TiO2,sphere,none,SRHA,10,CaCl2,directSonic,100,8,-22.84339508,-30.93423333,25,-9.204537488,1.123931796
TiO2,sphere,none,none,0,NaCl,directSonic,100,8,-24.98831532,-42.24689741,25,-8.468220903,0.030489041
TiO2,sphere,none,none,0,NaCl,directSonic,100,8,-25.06441595,-39.92437889,25,-8.516187368,0.122090188
TiO2,sphere,none,none,0,NaCl,directSonic,100,8,-25.06441595,-37.97346333,25,-8.548672162,0.902822839
TiO2,sphere,none,none,0,NaCl,directSonic,100,8,-24.94419675,-33.19852571,25,-8.661293234,0.971214171
TiO2,sphere,none,none,0,NaCl,directSonic,100,8,-17.32143973,-30.20766007,25,-8.807323564,1.123931796
TiO2,sphere,none,none,0,NaCl,directSonic,100,8,-17.32143973,-18.72878933,25,-8.953122355,1.075752771
TiO2,sphere,none,SRHA,10,NaCl,directSonic,100,8,-46.37685574,-18.55814133,25,-8.952323773,0.062362857
TiO2,sphere,none,SRHA,10,NaCl,directSonic,100,8,-46.37685574,-17.10763333,25,-9.002929096,0.33935589
TiO2,sphere,none,SRHA,10,NaCl,directSonic,100,8,-33.46369068,-17.10763333,25,-9.041579744,0.684061483
TiO2,sphere,none,SRHA,10,NaCl,directSonic,100,8,-33.46369068,-17.10763333,25,-9.098941587,0.957133498
TiO2,sphere,none,SRHA,10,NaCl,directSonic,100,8,-28.72062944,-17.10763333,25,-9.188632789,0.916104532
TiO2,sphere,none,SRHA,10,NaCl,directSonic,100,8,-28.72062944,-17.10763333,25,-9.24529256,0.864121982
MWNTLO,tube,none,none,0,NaCl,directSonic,5,7.1,-21.36973375,-28.48416667,25,-8.840150126,0.135935639
MWNTLO,tube,none,none,0,NaCl,directSonic,5,7.1,-21.36973375,-22.7959,25,-8.900586266,0.256757897
MWNTLO,tube,none,none,0,NaCl,directSonic,5,7.1,-21.36973375,-17.10763333,25,-8.947026905,0.403970086
MWNTLO,tube,none,none,0,NaCl,directSonic,5,7.1,-21.36973375,-17.10763333,25,-8.984621675,0.43460552
MWNTLO,tube,none,none,0,NaCl,directSonic,5,7.1,-21.36973375,-17.10763333,25,-9.031099007,1.115883993
MWNTLO,tube,none,none,0,NaCl,directSonic,5,7.1,-21.36973375,-17.10763333,25,-9.091608549,0.985486759
MWNTLO,tube,none,none,0,NaCl,directSonic,5,7.1,-21.36973375,-17.10763333,25,-9.177711882,0.902725178
MWNTHO,tube,none,none,0,NaCl,directSonic,5,7.1,-19.73004677,-17.10763333,25,-8.937226178,0.059948425
MWNTHO,tube,none,none,0,NaCl,directSonic,5,7.1,-19.73004677,-17.10763333,25,-8.992289694,0.109167971
MWNTHO,tube,none,none,0,NaCl,directSonic,5,7.1,-19.73004677,-17.10763333,25,-9.083941477,0.303766364
MWNTHO,tube,none,none,0,NaCl,directSonic,5,7.1,-19.73004677,-17.10763333,25,-9.13052128,0.395207699
MWNTHO,tube,none,none,0,NaCl,directSonic,5,7.1,-19.73004677,-17.10763333,25,-9.168252755,0.92950979
MWNTHO,tube,none,none,0,NaCl,directSonic,5,7.1,-19.73004677,-17.10763333,25,-9.228878757,1.12407076
MWNTHO,tube,none,none,0,NaCl,directSonic,5,7.1,-19.73004677,-17.10763333,25,-9.315096537,0.936329209
MWNTLO,tube,none,none,0,CaCl2,directSonic,5,7.1,-17.88237972,-38.60006146,25,-8.051857194,0.134464897
MWNTLO,tube,none,none,0,CaCl2,directSonic,5,7.1,-15.96695283,-35.86783021,25,-8.138105237,0.241658514
MWNTLO,tube,none,none,0,CaCl2,directSonic,5,7.1,-15.32847721,-34.51681333,25,-8.159201154,0.269430151
MWNTLO,tube,none,none,0,CaCl2,directSonic,5,7.1,-13.41088085,-30.93423333,25,-8.307947842,0.526968647
MWNTLO,tube,none,none,0,CaCl2,directSonic,5,7.1,-11.47655544,-30.93423333,25,-8.427712841,0.739207567
MWNTLO,tube,none,none,0,CaCl2,directSonic,5,7.1,-11.42636832,-30.93423333,25,-8.50342385,0.941354669
MWNTLO,tube,none,none,0,CaCl2,directSonic,5,7.1,-9.475820094,-30.93423333,25,-8.652212708,0.976115732
MWNTHO,tube,none,none,0,CaCl2,directSonic,5,7.1,-17.1607651,-38.44120333,25,-7.951530177,0.040148982
MWNTHO,tube,none,none,0,CaCl2,directSonic,5,7.1,-17.88237972,-38.60006146,25,-8.03787668,0.215443469
MWNTHO,tube,none,none,0,CaCl2,directSonic,5,7.1,-16.92217139,-35.86783021,25,-8.124236375,0.311485848
MWNTHO,tube,none,none,0,CaCl2,directSonic,5,7.1,-16.60210194,-34.51681333,25,-8.145442175,0.663013406
MWNTHO,tube,none,none,0,CaCl2,directSonic,5,7.1,-15.21114492,-30.93423333,25,-8.231827649,0.844324101
MWNTHO,tube,none,none,0,CaCl2,directSonic,5,7.1,-11.03827388,-30.93423333,25,-8.380695088,0.913334623
MWNTHO,tube,none,none,0,CaCl2,directSonic,5,7.1,-9.620596197,-30.93423333,25,-8.48998431,0.875502152
